IN,India,IN21,Odisha,20211,"Brahmin Bhagor",1,hin,Hindi,5,Hinduism,,Y,5660,5660,,,,,
IN,India,IN21,Odisha,19924,"Brahmin Bhumihar",1,hin,Hindi,5,Hinduism,p19924.jpg,Y,4140,4140,,,,,
IN,India,IN21,Odisha,20212,"Brahmin Chakula",1,ory,Odia,5,Hinduism,,Y,50170,50170,,,,,
IN,India,IN21,Odisha,19938,"Brahmin Dakshini",1,hin,Hindi,5,Hinduism,,Y,90,90,,,,,
IN,India,IN21,Odisha,19943,"Brahmin Gaur",1,hin,Hindi,5,Hinduism,p19943.jpg,Y,8290,8290,,,,,
IN,India,IN21,Odisha,21698,"Brahmin Holia",1,ory,Odia,5,Hinduism,,Y,38380,38380,,,,,
IN,India,IN21,Odisha,19948,"Brahmin Jijhotia",1,hin,Hindi,5,Hinduism,p19948.jpg,Y,10820,10820,,,,,
IN,India,IN21,Odisha,19949,"Brahmin Joshi",1,hin,Hindi,5,Hinduism,p19949.jpg,Y,12090,12090,,,,,
IN,India,IN21,Odisha,19950,"Brahmin Jyoti",1,ory,Odia,5,Hinduism,,Y,73620,73620,,,,,
IN,India,IN21,Odisha,19951,"Brahmin Kanaujia",1,hin,Hindi,5,Hinduism,p19951.jpg,Y,56390,56390,,,,,
IN,India,IN21,Odisha,19956,"Brahmin Khandelwal",1,hin,Hindi,5,Hinduism,p19956.jpg,Y,1310,1310,,,,,
IN,India,IN21,Odisha,19958,"Brahmin Maha",1,hin,Hindi,5,Hinduism,p19958.jpg,Y,3270,3270,,,,,
IN,India,IN21,Odisha,19962,"Brahmin Marathi",1,mar,Marathi,5,Hinduism,,Y,340,340,,,,,
IN,India,IN21,Odisha,19963,"Brahmin Mastan",1,ory,Odia,5,Hinduism,,Y,94660,94660,,,,,
IN,India,IN21,Odisha,19967,"Brahmin Ojha",1,hin,Hindi,5,Hinduism,p19967.jpg,Y,1050,1050,,,,,
IN,India,IN21,Odisha,19972,"Brahmin Radhi",1,ben,Bengali,5,Hinduism,p19972.jpg,Y,65030,65030,,,,,
IN,India,IN21,Odisha,19973,"Brahmin Rikhisur",1,hin,Hindi,5,Hinduism,,Y,1700,1700,,,,,
IN,India,IN21,Odisha,19974,"Brahmin Sakaldwipi",1,hin,Hindi,5,Hinduism,p19974.jpg,Y,70980,70980,,,,,
IN,India,IN21,Odisha,19975,"Brahmin Sanadhya",1,hin,Hindi,5,Hinduism,p19975.jpg,Y,54950,54950,,,,,
IN,India,IN21,Odisha,19982,"Brahmin Tamil",1,tam,Tamil,5,Hinduism,p19982.jpg,Y,210,210,,,,,
IN,India,IN21,Odisha,19983,"Brahmin Telugu",1,tel,Telugu,5,Hinduism,p19983.jpg,Y,12880,12880,,,,,
IN,India,IN21,Odisha,16521,"Brahmin unspecified",1,hin,Hindi,5,Hinduism,p16521.jpg,Y,1922260,1920420,,70,,,1210
IN,India,IN21,Odisha,19985,"Brahmin Utkal",1,ben,Bengali,5,Hinduism,p19985.jpg,Y,25560,25560,,,,,
IN,India,IN21,Odisha,19988,"Brahmin Vyas",1,tel,Telugu,5,Hinduism,p19988.jpg,Y,50,50,,,,,
IN,India,IN21,Odisha,16366,"Budega Jangam",1,tel,Telugu,5,Hinduism,p16366.jpg,Y,18100,18050,,,50,,
IN,India,IN21,Odisha,16541,"Buna (Hindu traditions)",1,ben,Bengali,5,Hinduism,,Y,15580,15580,,,,,
IN,India,IN21,Odisha,11029,Burmese,1,mya,Burmese,2,Buddhism,p11029.jpg,N,30,,,30,,,
IN,India,IN21,Odisha,16548,Byagara,1,tel,Telugu,5,Hinduism,,Y,70,70,,,,,
IN,India,IN21,Odisha,16574,Chachati,1,tel,Telugu,5,Hinduism,,Y,20,20,,,,,
IN,India,IN21,Odisha,16563,Chadar,1,hin,Hindi,5,Hinduism,p16563.jpg,Y,16520,16520,,,,,
IN,India,IN21,Odisha,16564,Chain,1,ben,Bengali,5,Hinduism,p16564.jpg,Y,2870,2870,,,,,
IN,India,IN21,Odisha,16600,"Chakkiliyan (Hindu traditions)",1,tam,Tamil,5,Hinduism,p16600.jpg,Y,180,180,,,,,
IN,India,IN21,Odisha,16566,Chalvadi,1,kan,Kannada,5,Hinduism,p16566.jpg,Y,10,10,,,,,
IN,India,IN21,Odisha,16561,"Chamar (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16561.jpg,N,211160,205060,,1410,4540,,
IN,India,IN21,Odisha,16567,Chandala,1,ory,Odia,5,Hinduism,,Y,6230,6230,,,,,
IN,India,IN21,Odisha,16588,"Chapparband (Hindu traditions)",1,kan,Kannada,5,Hinduism,,Y,20,20,,,,,
IN,India,IN21,Odisha,16556,"Chaudhari, caste",1,ben,Bengali,5,Hinduism,,Y,140,140,,,,,
IN,India,IN21,Odisha,16642,Chauhan,1,hne,Chhattisgarhi,5,Hinduism,p16642.jpg,Y,50,50,,,,,
IN,India,IN21,Odisha,16643,Chaupal,1,hin,Hindi,5,Hinduism,p16643.jpg,N,110,110,,,,,
IN,India,IN21,Odisha,16581,Chenchu,1,tel,Telugu,5,Hinduism,p16581.jpg,N,20,20,,,,,
IN,India,IN21,Odisha,16583,Chero,1,hin,Hindi,5,Hinduism,p16583.jpg,N,50,50,,,,,
IN,India,IN21,Odisha,16584,Cherua,1,ory,Odia,5,Hinduism,,Y,2710,2710,,,,,
IN,India,IN21,Odisha,16603,"Cheruman (Hindu traditions)",1,mal,Malayalam,5,Hinduism,,Y,90,90,,,,,
IN,India,IN21,Odisha,16589,Chhetri,1,npi,Nepali,5,Hinduism,p16589.jpg,N,30,30,,,,,
IN,India,IN21,Odisha,18061,"Chhimba (Sikh traditions)",1,pan,"Punjabi, Eastern",8,"Other / Small",p18061.jpg,Y,40,,,,,40,
IN,India,IN21,Odisha,16590,"Chhipa (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16590.jpg,Y,170,170,,,,,
IN,India,IN21,Odisha,16594,"Chik (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16594.jpg,Y,280,280,,,,,
IN,India,IN21,Odisha,16552,"Chik Baraik",1,sck,Sadri,5,Hinduism,p16552.jpg,N,3450,3450,,,,,
IN,India,IN21,Odisha,16614,Chitara,1,ory,Odia,5,Hinduism,p16614.jpg,Y,2750,2750,,,,,
IN,India,IN21,Odisha,16602,"Chitrakar (Hindu traditions)",1,mar,Marathi,5,Hinduism,p16602.jpg,Y,12170,12170,,,,,
IN,India,IN21,Odisha,16961,Christian,3,hin,Hindi,1,Christianity,p16961.jpg,N,200630,,,,200630,,
IN,India,IN21,Odisha,16617,Chuditya,1,ory,Odia,5,Hinduism,,Y,6990,6990,,,,,
IN,India,IN21,Odisha,16654,Dahait,1,hin,Hindi,5,Hinduism,p16654.jpg,Y,1130,1130,,,,,
IN,India,IN21,Odisha,16655,Daharia,1,hne,Chhattisgarhi,5,Hinduism,,Y,190,190,,,,,
IN,India,IN21,Odisha,16661,Dakkal,1,tel,Telugu,5,Hinduism,p16661.jpg,Y,20,20,,,,,
IN,India,IN21,Odisha,16662,Dal,1,ory,Odia,5,Hinduism,,N,30360,30320,10,,40,,10
IN,India,IN21,Odisha,16663,Dalu,1,ben,Bengali,6,Islam,p16663.jpg,Y,60,,60,,,,
IN,India,IN21,Odisha,16665,Dammalia,1,ory,Odia,5,Hinduism,,Y,6440,6440,,,,,
IN,India,IN21,Odisha,16668,Dandasi,1,ory,Odia,5,Hinduism,p16668.jpg,N,74200,73430,,50,660,,
IN,India,IN21,Odisha,16671,Dangi,1,hin,Hindi,5,Hinduism,p16671.jpg,Y,2140,2140,,,,,
IN,India,IN21,Odisha,16673,"Darzi (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16673.jpg,Y,30310,30280,,,,,30
IN,India,IN21,Odisha,18064,"Darzi (Sikh traditions)",1,pan,"Punjabi, Eastern",8,"Other / Small",,Y,10,,,,,10,
IN,India,IN21,Odisha,21124,"Darzi Chhipi (Hindu traditions)",1,hin,Hindi,5,Hinduism,,Y,900,900,,,,,
IN,India,IN21,Odisha,21130,"Darzi Namdev (Hindu traditions)",1,mar,Marathi,5,Hinduism,p21130.jpg,Y,1420,1420,,,,,
IN,India,IN21,Odisha,11537,Dera,1,ory,Odia,5,Hinduism,,Y,3950,3950,,,,,
IN,India,IN21,Odisha,16692,"Deshwali (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16692.jpg,Y,40,40,,,,,
IN,India,IN21,Odisha,16683,Devadasi,1,kan,Kannada,5,Hinduism,,Y,640,640,,,,,
IN,India,IN21,Odisha,16755,Devangri,1,ory,Odia,5,Hinduism,,Y,60200,60200,,,,,
IN,India,IN21,Odisha,16694,Devendrakulathan,1,tam,Tamil,5,Hinduism,p16694.jpg,Y,10,10,,,,,
IN,India,IN21,Odisha,18290,"Devipujak Vaghri (Hindu traditions)",1,guj,Gujarati,5,Hinduism,p18290.jpg,N,70,70,,,,,
IN,India,IN21,Odisha,16695,Dewar,1,ory,Odia,5,Hinduism,p16695.jpg,Y,1181110,1178180,,2310,700,,
IN,India,IN21,Odisha,16698,Dhakoda,1,ory,Odia,5,Hinduism,,Y,20010,20010,,,,,
IN,India,IN21,Odisha,16700,"Dhangar Bharwad",1,guj,Gujarati,5,Hinduism,p16700.jpg,Y,2510,2510,,,,,
IN,India,IN21,Odisha,16706,Dhanka,1,guj,Gujarati,5,Hinduism,p16706.jpg,N,180,180,,,,,
IN,India,IN21,Odisha,16696,Dhanuk,1,hin,Hindi,5,Hinduism,p16696.jpg,Y,30660,30660,,,,,
IN,India,IN21,Odisha,16708,Dhanwar,1,hne,Chhattisgarhi,5,Hinduism,p16708.jpg,N,1990,1990,,,,,
IN,India,IN21,Odisha,16714,Dharua,1,pci,Duruwa,5,Hinduism,p16714.jpg,N,21700,21590,30,,30,,30
