ROG3,Country,ROG4,Adm1Name,PeopleID3,PeopName,JPScale,ROL3,Language,RLG3,PrimaryReligion,PhotoAddress,Frontier,Population,Hindu,Muslim,Buddhist,Christian,Sikh,Other
IN,India,IN23,Punjab,16158,"Ad Dharmi",1,pan,"Punjabi, Eastern",5,Hinduism,p16158.jpg,N,1206140,1026670,,22860,4150,153700,
IN,India,IN23,Punjab,16164,"Adi Dravida",1,tam,Tamil,5,Hinduism,p16164.jpg,Y,240,240,,,,,
IN,India,IN23,Punjab,19163,"Ager (Hindu traditions)",1,kan,Kannada,5,Hinduism,,Y,150,150,,,,,
IN,India,IN23,Punjab,16180,Agri,1,mar,Marathi,5,Hinduism,p16180.jpg,Y,140,140,,,,,
IN,India,IN23,Punjab,16186,Aheria,1,hin,Hindi,5,Hinduism,p16186.jpg,Y,70,70,,,,,
IN,India,IN23,Punjab,19477,Ahmadi,1,urd,Urdu,6,Islam,p19477.jpg,Y,900,,900,,,,
IN,India,IN23,Punjab,16189,Ahom,1,asm,Assamese,5,Hinduism,p16189.jpg,N,80,80,,,,,
IN,India,IN23,Punjab,16211,Anal,3,anm,Anal,1,Christianity,p16211.jpg,N,20,,,,20,,
IN,India,IN23,Punjab,10327,Anglo,3,eng,English,1,Christianity,,N,1630,,,,1630,,
IN,India,IN23,Punjab,16221,Ansari,1,urd,Urdu,6,Islam,p16221.jpg,Y,15890,,15860,,40,,
IN,India,IN23,Punjab,16951,"Arain (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16951.jpg,Y,21780,21770,,,10,,
IN,India,IN23,Punjab,16228,"Arain (Muslim traditions)",1,urd,Urdu,6,Islam,p16228.jpg,Y,26320,,26320,,,,
IN,India,IN23,Punjab,18158,"Arain (Sikh traditions)",1,pan,"Punjabi, Eastern",8,"Other / Small",,Y,18800,,,,,18800,
IN,India,IN23,Punjab,16239,"Arora (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16239.jpg,Y,199340,198720,,,30,,550
IN,India,IN23,Punjab,16241,"Arora (Sikh traditions)",1,pan,"Punjabi, Eastern",8,"Other / Small",p16241.jpg,Y,428770,,,,,428770,
IN,India,IN23,Punjab,16264,Awan,1,pan,"Punjabi, Eastern",6,Islam,p16264.jpg,Y,11620,,11620,,,,
IN,India,IN23,Punjab,16332,"Badhai (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16332.jpg,Y,210,210,,,,,
IN,India,IN23,Punjab,16273,"Badhi (Hindu traditions)",1,hin,Hindi,5,Hinduism,,Y,7300,6420,,,,870,
IN,India,IN23,Punjab,18327,Bagdi,1,hin,Hindi,5,Hinduism,p18327.jpg,Y,1150,1150,,,,,
IN,India,IN23,Punjab,16288,"Bahelia (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16288.jpg,Y,110,110,,,,,
IN,India,IN23,Punjab,16292,Bahrupi,1,mar,Marathi,5,Hinduism,,N,180,180,,,,,
IN,India,IN23,Punjab,16297,"Bairagi (Hindu traditions)",1,ben,Bengali,5,Hinduism,p16297.jpg,Y,139800,139800,,,,,
IN,India,IN23,Punjab,11684,Baloch,1,urd,Urdu,6,Islam,p11684.jpg,Y,250,,250,,,,
IN,India,IN23,Punjab,16487,"Bangali (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16487.jpg,Y,3960,2840,,,,1130,
IN,India,IN23,Punjab,19688,"Bania Agarwal",1,hin,Hindi,5,Hinduism,p19688.jpg,Y,85910,78290,,,,,7580
IN,India,IN23,Punjab,21671,"Bania Bhatia",1,guj,Gujarati,5,Hinduism,,Y,20,20,,,,,
IN,India,IN23,Punjab,20019,"Bania Brittal",1,asm,Assamese,5,Hinduism,,Y,20,20,,,,,
IN,India,IN23,Punjab,19697,"Bania Gahoi",1,hin,Hindi,5,Hinduism,p19697.jpg,Y,4020,3940,,,,,90
IN,India,IN23,Punjab,19700,"Bania Jaiswal",1,hin,Hindi,8,"Other / Small",p19700.jpg,Y,2160,840,,,,,1330
IN,India,IN23,Punjab,19702,"Bania Kasarwani",1,hin,Hindi,5,Hinduism,p19702.jpg,Y,4550,4550,,,,,
IN,India,IN23,Punjab,19703,"Bania Kasaundhan",1,hin,Hindi,5,Hinduism,p19703.jpg,Y,5920,5920,,,,,
IN,India,IN23,Punjab,19704,"Bania Khandelwal",1,hin,Hindi,5,Hinduism,,Y,660,570,,,,,90
IN,India,IN23,Punjab,19711,"Bania Mahajan",1,hin,Hindi,5,Hinduism,,Y,2650,2650,,,,,
IN,India,IN23,Punjab,22396,"Bania Mahawar",1,hin,Hindi,5,Hinduism,,Y,3460,3460,,,,,
IN,India,IN23,Punjab,19712,"Bania Mahesri",1,hin,Hindi,5,Hinduism,p19712.jpg,Y,3340,3340,,,,,
IN,India,IN23,Punjab,19713,"Bania Mahur",1,hin,Hindi,5,Hinduism,p19713.jpg,Y,21580,21580,,,,,
IN,India,IN23,Punjab,19715,"Bania Modh",1,guj,Gujarati,5,Hinduism,,Y,90,90,,,,,
IN,India,IN23,Punjab,19718,"Bania Oswal",1,hin,Hindi,8,"Other / Small",p19718.jpg,Y,3430,1490,,,,,1950
IN,India,IN23,Punjab,19719,"Bania Porwal",1,hin,Hindi,5,Hinduism,p19719.jpg,Y,5200,4280,,,,,920
IN,India,IN23,Punjab,16318,"Bania unspecified",1,hin,Hindi,5,Hinduism,p16318.jpg,Y,373180,346950,,,70,2900,23470
IN,India,IN23,Punjab,16315,"Banjara (Hindu traditions)",1,lmn,Lambadi,5,Hinduism,p16315.jpg,N,4310,3970,,,,370,
IN,India,IN23,Punjab,17482,"Banjara (Muslim traditions)",1,urd,Urdu,6,Islam,p17482.jpg,Y,20,,20,,,,
IN,India,IN23,Punjab,16323,"Bansphor (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16323.jpg,Y,21170,21070,,,,30,
IN,India,IN23,Punjab,16326,Baori,1,hin,Hindi,5,Hinduism,p16326.jpg,Y,4980,4980,,,,,
IN,India,IN23,Punjab,16327,"Barad (Hindu traditions)",1,hin,Hindi,5,Hinduism,,Y,100,100,,,,,
IN,India,IN23,Punjab,16339,"Barwala (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16339.jpg,Y,50,50,,,,,
IN,India,IN23,Punjab,17485,"Barwala (Muslim traditions)",1,urd,Urdu,6,Islam,p17485.jpg,Y,800,,800,,,,
IN,India,IN23,Punjab,16342,"Batwal (Hindu traditions)",1,dgo,Dogri,5,Hinduism,p16342.jpg,Y,23710,22280,,10,,1440,
IN,India,IN23,Punjab,16346,"Bawaria (Hindu traditions)",1,hin,Hindi,5,Hinduism,p16346.jpg,Y,22910,22890,,,20,,
IN,India,IN23,Punjab,16348,"Bawaria (Sikh traditions)",1,pan,"Punjabi, Eastern",8,"Other / Small",p16348.jpg,Y,118390,,,,,118390,
IN,India,IN23,Punjab,16351,"Bazigar (Hindu traditions)",1,pan,"Punjabi, Eastern",5,Hinduism,p16351.jpg,Y,184450,182520,,10,,1710,
IN,India,IN23,Punjab,17487,"Bazigar (Muslim traditions)",1,urd,Urdu,6,Islam,,Y,1910,,1910,,,,
IN,India,IN23,Punjab,18054,"Bazigar (Sikh traditions)",1,pan,"Punjabi, Eastern",8,"Other / Small",p18054.jpg,Y,102280,,,,,102280,
IN,India,IN23,Punjab,19192,"Bedar Punjab",1,pan,"Punjabi, Eastern",5,Hinduism,,Y,10020,9660,,,,340,
IN,India,IN23,Punjab,16375,"Beldar (Hindu traditions)",1,kan,Kannada,5,Hinduism,p16375.jpg,Y,120,120,,,,,
IN,India,IN23,Punjab,16376,"Beldar (Muslim traditions)",1,urd,Urdu,6,Islam,p16376.jpg,Y,30,,30,,,,
IN,India,IN23,Punjab,13761,"Bengali Muslim Moghal",1,urd,Urdu,6,Islam,p13761.jpg,Y,2660,,2660,,,,
IN,India,IN23,Punjab,16396,"Bhabra (Hindu traditions)",1,hin,Hindi,5,Hinduism,,Y,3120,3120,,,,,
IN,India,IN23,Punjab,17002,"Bhabra (Jain traditions)",1,pan,"Punjabi, Eastern",8,"Other / Small",p17002.jpg,Y,6050,,,,,,6050
IN,India,IN23,Punjab,18055,"Bhabra (Sikh traditions)",1,pan,"Punjabi, Eastern",8,"Other / Small",,Y,1270,,,,,1270,
